"id","title","author","poem_body","dynasty","tac","appreciation","background","self_intro"
144,寻陆鸿渐不遇,皎然,"
移家虽带郭，野径入桑麻。近种篱边菊，秋来未著花。 扣门无犬吠，欲去问西家。报道山中去，归时每日斜。
",唐代,译文他把家迁徙到了城郭一带，乡间小路通向桑麻的地方。近处篱笆边都种上了菊花，秋天到了却尚未见它开放。敲门竟连一声犬吠都没有，要去向西家邻居打听情况。邻人报说他是到山里去了，回来时总要西山映着斜阳。注释陆鸿渐：名羽，终生不仕，隐居在苕溪（今浙江湖州境内），以擅长品茶著名，著有《茶经》一书，被后人奉为“茶圣”、“茶神”。虽：一作“唯”。带：近。郭：外城，泛指城墙。篱边菊：语出陶渊明《饮酒》诗：“采菊东篱下，悠然见南山。”著花：开花。扣门：敲门。西家：西邻。报道：回答道,此诗载于《全唐诗》卷八一五。下面是中国人民公安大学中国文学教研室主任唐永德教授对此诗的赏析。陆羽和皎然是好友。这首诗当是陆羽迁居后，皎然过访不遇所作。陆羽的新居离城不远，但已很幽静，沿着野外小径，直走到桑麻丛中才能见到。开始两句，颇有陶渊明“结庐在在人境，而无车马喧”的隐士风韵。陆羽住宅外的菊花，大概是迁来以后才种上的，虽到了秋天，还未曾开花。这二句，自然平淡，点出诗人造访的时间是在清爽的秋天。然后，诗人又去敲他的门，不但无人应答，连狗吠的声音都没有。此时的诗人也许有些茫然，立刻就回转去，似有些眷恋不舍，还是问一问西边,"",僧皎然（730-799），俗姓谢，字清昼，湖州（浙江吴兴）人，是中国山水诗创始人谢灵运的十世孙，唐代著名诗人、茶僧，吴兴杼山妙喜寺主持，在文学、佛学、茶学等方面颇有造诣。与颜真卿、灵澈、陆羽等和诗，现存皎然470首诗。多为送别酬答之作。情调闲适，语言简淡。皎然的诗歌理论著作《诗式》。► 542篇诗文
145,寻南溪常山道人隐居 / 寻南溪常道士,刘长卿,"
一路经行处，莓苔见履痕。白云依静渚，春草闭闲门。过雨看松色，随山到水源。溪花与禅意，相对亦忘言。
",唐代,译文一路上经过的地方，青苔小道留下鞋痕。白云依偎安静沙洲，春草环绕道院闲门。新雨过后松色青翠，循着山路来到水源。看到溪花心神澄静，凝神相对默默无言。注释莓苔：一作“苍苔”，即青苔。履痕：一作“屐痕”，木屐的印迹，此处指足迹。渚：水中的小洲。一作“者”。春草：一作“芳草”。“溪花”两句：因悟禅意，故也相对忘言。禅：佛教指清寂凝定的心境。,"",创作背景　　诗人兴冲冲步行山中拜访一位道士，不想却吃了个闭门羹，在居所远近寻找，仍未如愿，诗人非但没有产生失望惆怅，反而获得精神惬意和心理的满足。此诗就是在这样的情境下所作的。,刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
146,新年作,刘长卿,"
乡心新岁切，天畔独潸然。老至居人下，春归在客先。岭猿同旦暮，江柳共风烟。已似长沙傅，从今又几年。
",唐代,译文新年来临思乡之心更切，独立天边不禁热泪横流。到了老年被贬居于人下，春归匆匆走在我的前头。山中猿猴和我同度昏晓，江边杨柳与我共分忧愁。我已和长太傅一样遭遇，这样日子须到何时才休？注释天畔：天边，指潘州南巴，即今广东茂名。潸（shān）然：流泪的样子。居人下：指官人，处于人家下面。客：诗人自指。“春归”句：春已归而自己尚未回去。岭：指五岭。作者时贬潘州南巴，过此岭。长沙傅：指贾谊。曾受谗被贬为长沙王太傅，这里借以自喻。,在唐代，长沙以南地域都很荒凉，潘州一带的艰苦而可想而知，诗人受冤被贬，从鱼肥水美的江南苏州迁至荒僻的潘州，委屈之心不言而喻。诗人满腹冤屈化作一句诗语：“乡心新岁切，天畔独潸然”。新年已至，自己与亲人们相隔千里，思乡之心，自然更切。人欢己悲，伤悲之泪“潸然”而下。其实，伤心泪早就洒于贬途：“裁书欲谁诉，无泪可潸然。”（《毗陵集》）联系仕宦偃蹇，很难自控，而有“新年向国泪”（《酬郭夏人日长沙感怀见赠》）。这与“每逢佳节倍思亲”（王维《九月九日忆山东兄弟》）有异曲同工之处。“老至居人下，春归在客先”，是由薛道衡“人归落雁后，思发在花前”（《人日思归》）化出，在前人单纯,创作背景　　此诗是刘长卿被贬为南巴尉后新年抒怀之作。唐肃宗至德三年（758年）春天，作者因事由苏州长洲尉被贬潘州（今广东茂名市）南巴尉。这首诗是迁至潘州次年，即乾元二年（759年）后所作。,刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
147,秋日登吴公台上寺远眺,刘长卿,"
古台摇落后，秋日望乡心。野寺来人少，云峰隔水深。夕阳依旧垒，寒磬满空林。惆怅南朝事，长江独至今。
",唐代,译文古台破败草木已经凋落，秋天景色引起我的乡思。荒野的寺院来往行人少，隔水眺望云峰更显幽深。夕阳依恋旧城迟迟下落，空林中回荡着阵阵磬声。感伤南朝往事不胜惆怅，只有长江奔流从古到今。注释吴公台：在今江苏省江都县，原为南朝沈庆之所筑，后陈将吴明彻重修。摇落：零落。凋残。这里指台已倾废。语出宋玉《九辨》：“悲哉秋之为气也，萧瑟兮摇落而变衰。”野寺：位于偏地的寺庙。这里指吴公台上寺。依：靠，这里含有“依恋”之意。旧垒：指吴公台。垒：军事工事。按吴公台本为陈将吴明彻重筑的弩,这是一首登临怀古诗。首联扣题，挈领全篇。由台上落叶起兴，触景生情，悲秋意绪溢满纸端。秋风飒飒，落木萧萧，使人顿生悲凉之意。“秋入”二字有的版本作“秋日”，可能出于对仗工稳的考虑，“秋日”与“古台”相对才恰切。但我以为用“入”字更妥贴，首先它紧承上句末尾时间名词“后”字，揭示了诗人情随景迁的心理流向。其次用“入”字这个趋向动词更有力度，更微妙地传达出诗人内心的愁苦与怅惘。怀乡病本足以令人黯然伤神的了；且时又逢秋，这种乡愁之苦就更增一层了，仿佛秋风秋气将诗人的一颗伤痕累累的怀乡之心团团裹挟住，沉甸甸的，无法解脱。再者，律诗首联并不苛求对仗，用“入”字，使句法灵活而不板滞。,创作背景　　此诗作于刘长卿旅居扬州之时。安史之乱爆发后，刘长卿长期居住的洛阳落入乱军之手，诗人被迫流亡到江苏扬州一带，秋日登高，来到吴公台，写下这首吊古之作。,刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
148,送李中丞之襄州 / 送李中丞归汉阳别业,刘长卿,"
流落征南将，曾驱十万师。罢归无旧业，老去恋明时。独立三边静，轻生一剑知。茫茫江汉上，日暮欲何之。
",唐代,译文这位漂泊流离的征南老将，当年曾经指挥过十万雄师。后来他罢职回乡没有产业，到老年他还留恋贤明之时。少壮时独立功勋三边平静，为国轻生只有随身佩剑知。在茫茫的汉江上飘来荡去，日到黄昏你还想要去哪里？注释李中丞：生平不详。中丞：官职名，御史中丞的简称，唐时为宰相以下的要职。流落：漂泊失所。征南将：指李中丞。师：军队。旧业：在家乡的产业。明时：对当时朝代的美称。三边：指汉代幽、并、凉三州，其地皆在边疆。此处泛指边疆。轻生：不畏死亡。江,"",创作背景　　《送李中丞之襄州》，又作《送李中丞归汉阳别业》，大致为安史之乱平息不久后，刘长卿为李中丞被斥退罢归的不幸遭遇所感而作。,刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
149,饯别王十一南游,刘长卿,"
望君烟水阔，挥手泪沾巾。飞鸟没何处，青山空向人。长江一帆远，落日五湖春。谁见汀洲上，相思愁白蘋。
",唐代,译文望着你的小船驶向茫茫云水，频频挥手惜别泪水沾湿佩巾。你像一只飞鸟不知归宿何处，留下这一片青山空对着行人。江水浩浩一叶孤帆远远消失，落日下你将欣赏着五湖之美。谁能见我伫立汀洲上怀念你，望着白蘋心中充满无限愁情。注释饯别：设酒食送行。王十一：名不详，排行十一。烟水：茫茫的水面。飞鸟：比喻远行的人。没何处：侧写作者仍在凝望。没：消失。空向人：枉向人，意思是徒增相思。落日：指王十一到南方后，当可看到夕照下的五湖春色。五湖：这里指太湖。此句与下面“谁见”两句均出自梁朝柳,"","",刘长卿(约726 — 约786)，字文房，汉族，宣城（今属安徽）人，唐代诗人。后迁居洛阳，河间（今属河北）为其郡望。玄宗天宝年间进士。肃宗至德中官监察御史，后为长洲县尉，因事下狱，贬南巴尉。代宗大历中任转运使判官，知淮西、鄂岳转运留后，又被诬再贬睦州司马。德宗建中年间，官终随州刺史，世称刘随州。► 564篇诗文
150,蜀先主庙,刘禹锡,"
天地英雄气，千秋尚凛然。势分三足鼎，业复五铢钱。 得相能开国，生儿不象贤。凄凉蜀故妓，来舞魏宫前。
",唐代,译文先主刘备英雄气概充满天地，千秋万代一直令人肃然起敬。建国与吴魏三分天下成鼎足，恢复五铢钱币志在汉室振兴。拜诸葛亮为丞相开创了国基，可惜生个儿子不像其父贤明。最凄惨的是那蜀宫中的歌伎，在魏宫歌舞刘禅也毫无羞情。注释诗题下原有注：“汉末谣，黄牛白腹，五铢当复。”天地英雄：一作“天下英雄”。《三国志·蜀志·先主传》：曹操曾对刘备说：“天下英雄，唯使君与操耳”。“势分”句：指刘备创立蜀汉，与魏、吴三分天下。五铢钱：汉武帝时的货币。此代指刘汉帝业。“业复”句：王莽代汉时，曾废五铢钱,《蜀先主庙》是刘禹锡五律中传诵较广的一首。这首咏史之作立意在赞誉英雄，鄙薄庸碌。首联“天地英雄气，千秋尚凛然”，高唱入云，突兀挺拔。细品诗意，其妙有三：一、境界雄阔奇绝。“天地”两字囊括宇宙，极言“英雄气”之充塞六合，至大无垠；“千秋”两字贯串古今，极写“英雄气”之万古长存，永垂不朽。遣词结言，又显示出诗人吞吐日月、俯仰古今之胸臆。二、使事无迹。“天地英雄”四字暗用曹操对刘备语：“今天下英雄，惟使君与操耳”（《三国志·蜀志·先主传》）。刘禹锡仅添一“气”字，便有庙堂气象，所以纪昀说：“起二句确是先主庙，妙似不用事者。”三、意在言外。“尚凛然”三字虽然只是抒写一种,创作背景蜀先主就是蜀汉昭烈帝刘备。蜀先主庙在夔州（治所在今重庆奉节县东）白帝山上，刘禹锡曾于公元821—824年间任夔州刺史，此诗当作于此时。,刘禹锡（772－842），字梦得，汉族，中国唐朝彭城（今徐州）人，祖籍洛阳，唐朝文学家，哲学家，自称是汉中山靖王后裔，曾任监察御史，是王叔文政治改革集团的一员。唐代中晚期著名诗人，有“诗豪”之称。他的家庭是一个世代以儒学相传的书香门第。政治上主张革新，是王叔文派政治革新活动的中心人物之一。后来永贞革新失败被贬为朗州司马（今湖南常德）。据湖南常德历史学家、收藏家周新国先生考证刘禹锡被贬为朗州司马其间写了著名的“汉寿城春望”。► 820篇诗文
151,阙题,刘昚虚,"
道由白云尽，春与青溪长。时有落花至，远随流水香。闲门向山路，深柳读书堂。幽映每白日，清辉照衣裳。
",唐代,译文山路被白云隔断在尘境之外，春光宛若清清溪流源远流长。不时有落花随溪水飘流而至，远远地就可闻到水中的芳香。闲静的荆门面对蜿蜒的山路，柳荫深处蕴藏着读书的斋堂。每当太阳光穿过柳荫的幽境，清幽的光辉便洒满我的衣裳。注释阙题：即缺题。“阙”通“缺”。因此诗原题在流传过程中遗失，后人在编诗时以“阙题”为名。道由白云尽：指山路在白云尽处，也即在尘境之外。道：道路。由：因为。春：春意，即诗中所说的花柳。闲门：指门前清净，环境清幽，俗客不至的门。深柳：即茂密的柳树。,"",创作背景　　这首诗原来应是有个题目的，后来不知怎样失落了。盛唐人殷璠《河岳英灵集》在辑录这首诗的时候就没有题目，后人只好给它安上“阙题”二字作为诗名。,刘昚虚字全乙，亦字挺卿，号易轩。盛唐著名诗人。生于开元二年（公元714年）。20岁中进士，22岁参加吏部宏词科考试，得中，初授左春坊司经局校书郎，为皇太子校勘经史；旋转崇文馆校书郎，为皇亲国戚的子侄们校勘典籍，均为从九品的小吏。► 15篇诗文
152,李端公 / 送李端,卢纶,"
故关衰草遍，离别自堪悲。(自堪悲 一作：正堪悲)路出寒云外，人归暮雪时。少孤为客早，多难识君迟。掩泪空相向，风尘何处期。
",唐代,译文故乡遍地都是衰败的枯草，好友相别实在是令人伤悲。你去的道路伸向云天之外，我归来时只见暮雪在纷飞。从小丧父早年就客游外乡，多经磨难我与你相识太迟。回望你去的方向掩面而泣，在战乱年月再见不知何时。注释《全唐诗》此诗题下有注：一作严维诗，题作送李端。李端：作者友人，与作者同属“大历十才子”。故关：故乡。衰草：冬草枯黄，故曰衰草。“路出”句：意为李端欲去的路伸向云天外，写其道路遥远漫长。少孤：少年丧父、丧母或父母双亡。风尘：指社会动乱。此句意为在动乱年代，不知后会何期,"","",卢纶（约737-约799），字允言，唐代诗人，大历十才子之一，汉族，河中蒲（今山西省永济县）人。天宝末举进士，遇乱不第；代宗朝又应举， 屡试不第。大历六年，宰相元载举荐，授阌乡尉；后由王缙荐为集贤学士，秘书省校书郎，升监察御史。出为陕府户曹、河南密县令。后元载、王缙获罪，遭到牵连。德宗朝复为昭应令，又任河中浑瑊元帅府判官，官至检校户部郎中。有《卢户部诗集》。► 329篇诗文
153,送僧归日本,钱起,"
上国随缘住，来途若梦行。浮天沧海远，去世法舟轻。水月通禅寂，鱼龙听梵声。惟怜一灯影，万里眼中明。
",唐代,译文只要有机缘，随时都可以到中国来；一路雾霭茫茫，船只象在梦中航行。天海浮沉，小船驶去那遥远的边际；超脱世俗，自然会感受到法舟轻盈。心境凝定清寂，一切都如水月虚幻；海内鱼龙，也会出来听你诵经之声。最可爱的是，有盏照亮心田的佛灯；航行万里，眼中永远都是灿烂光明。注释上国：春秋时称中原为上国，这里指中国（唐朝）。随缘：佛家语，随其机缘。住：一作“至”，一作“去”。来途：指从日本来中国。一作“东途”。浮天：舟船浮于天际。形容海面宽广，天好像浮在海,"",创作背景　　唐代国势强盛，日本派了不少遣唐使来到中国，还有不少僧人同来学习文化、技艺，求取佛法，从而极大地促进了中日文化的交流。这首诗是作者赠送给即将回国的僧人的，当时诗人在长安。,钱起（722？—780年），字仲文，汉族，吴兴（今浙江湖州市）人，唐代诗人。早年数次赴试落第，唐天宝十年（751年）进士，大书法家怀素和尚之叔。初为秘书省校书郎、蓝田县尉，后任司勋员外郎、考功郎中、翰林学士等。曾任考功郎中，故世称“钱考功”。代宗大历中为翰林学士。他是大历十才子之一，也是其中杰出者，被誉为“大历十才子之冠”。又与郎士元齐名，称“钱郎”，当时称为“前有沈宋，后有钱郎。”► 454篇诗文
154,谷口书斋寄杨补阙,钱起,"
泉壑带茅茨，云霞生薜帷。竹怜新雨后，山爱夕阳时。闲鹭栖常早，秋花落更迟。家僮扫萝径，昨与故人期。
",唐代,译文山泉沟壑绕着我的茅舍，云霞掩映帷幕般的薜荔。新雨过后青竹更是苍翠，夕阳挥中山色增添秀美。悠闲的白鹭早早就栖息，秋日的花朵迟迟不凋谢。家僮清扫着松萝的小径，早与故人相约盼他到来。注释⑴谷口：古地名，指陕西蓝田辋川谷口，钱起在蓝田的别业所在。杨补阙：作者友人，生平不详。补阙（què），官名，职责是向皇帝进行规谏，有左右之分。⑵泉壑（hè）：这里指山水。茅茨（cí）：原指用茅草盖的屋顶，此指茅屋。⑶薜（bì）帷：生长似帷帐的薜荔。⑷怜：可爱。新雨：刚下过的雨。⑸山：,"","",钱起（722？—780年），字仲文，汉族，吴兴（今浙江湖州市）人，唐代诗人。早年数次赴试落第，唐天宝十年（751年）进士，大书法家怀素和尚之叔。初为秘书省校书郎、蓝田县尉，后任司勋员外郎、考功郎中、翰林学士等。曾任考功郎中，故世称“钱考功”。代宗大历中为翰林学士。他是大历十才子之一，也是其中杰出者，被誉为“大历十才子之冠”。又与郎士元齐名，称“钱郎”，当时称为“前有沈宋，后有钱郎。”► 454篇诗文
155,咏蝉 / 在狱咏蝉,骆宾王,"
西陆蝉声唱，南冠客思深。(客思深 一作：客思侵)不堪玄鬓影，来对白头吟。(不堪 一作：那堪)露重飞难进，风多响易沉。无人信高洁，谁为表予心？
",唐代,译文深秋季节西墙外寒蝉不停地鸣唱，蝉声把我这囚徒的愁绪带到远方。怎堪忍受正当玄鬓盛年的好时光，独自吟诵白头吟这么哀怨的诗行。露重翅薄欲飞不能世态多么炎凉，风多风大声响易沉难保自身芬芳。无人知道我像秋蝉般的清廉高洁，有谁能为我表白冰晶玉洁的心肠？注释西陆：指秋天。南冠：楚冠，这里是囚徒的意思。用深：一作“侵”。玄鬓：指蝉的黑色翅膀，这里比喻自己正当盛年。那堪：一作“不堪”。白头吟：乐府曲名。露重：秋露浓重。飞难进：是说蝉难以高飞。响：指蝉声。沉：沉没，掩,"",创作背景　　这首诗作于唐高宗仪凤三年（678年）。当年，屈居下僚十多年而刚升为侍御史的骆宾王因上疏论事触忤武后，遭诬，以贪赃罪名下狱。他敢抗上司、敢动刀笔，于是被当权者以“贪赃”与“触忤武后”的罪名收系下狱。此诗是骆宾王身陷囹圄之作。,骆宾王（约619—约687年）字观光，汉族，婺州义乌人（今浙江义乌）。唐初诗人，与王勃、杨炯、卢照邻合称“初唐四杰”。又与富嘉谟并称“富骆”。高宗永徽中为道王李元庆府属，历武功、长安主簿，仪凤三年，入为侍御史，因事下狱，次年遇赦，调露二年除临海丞，不得志，辞官。有集。骆宾王于武则天光宅元年，为起兵扬州反武则天的徐敬业作《代李敬业传檄天下文》，敬业败，亡命不知所之，或云被杀，或云为僧。► 131篇诗文
156,客夜与故人偶集 / 江乡故人偶集客舍,戴叔伦,"
天秋月又满，城阙夜千重。还作江南会，翻疑梦里逢。风枝惊暗鹊，露草覆寒蛩。羁旅长堪醉，相留畏晓钟。
",唐代,译文秋月又一次盈满，城中夜色深浓。你我在江南相会，我怀疑是梦中相逢。晚风吹动树枝，惊动了栖息的鸟鹊。秋草披满霜露，伴随着悲吟的寒虫。你我客居他乡，应该畅饮以排遣愁闷，留你长饮叙旧，只担心天晓鸣钟。注释偶集：偶然与同乡聚会。天秋：谓天行秋肃之气；时令已值清秋。唐李白《秋思》诗：“天秋木叶下，月冷莎鸡悲。”城阙（què）：宫城前两边的楼观，泛指城池。《诗经·郑风·子衿》：“佻兮达兮，在城阙兮。”孔颖达疏：“谓城上之别有高阙，非宫阙也。”千重：千层，层层迭迭，形容夜色浓重。《后汉书·马融传》：,这首诗的首联和颔联写相逢，并交代了相聚的时间、地点。首联交代了时间（秋夜）和地点（长安），一个“满”字，写出了秋月之状。颔联则极言相聚的出其不意，实属难得。诗人作客在外，偶然与同乡聚会，欣喜之中竟怀疑是在梦中相遇。“还作”和“翻疑”四个字生动传神，表现了诗人的凄苦心情。这两句充分表现了诗人惊喜交集的感情。颈联和尾联伤别离。颈联描写秋月萧瑟的景象。这两句紧紧围绕“秋”字写景，秋风吹得树枝飘摇，惊动了栖息的鸟鹊；秋季霜露很重，覆盖了深草中涕泣的寒虫，到处都能感觉到秋的寒意和肃杀，在渲染气氛的同时也烘托出诗人客居他乡生活的凄清，以及身世漂泊和宦海沉浮之痛；诗人借用曹操,创作背景　　此诗正写于作者江南入幕期间结果在一个秋天的夜晚，于江南某旅店之中，偶然遇见离别多年的同乡旧识，不觉满怀惊喜；但是相逢苦短，天亮又将分别，却不知下一次相会将在何时何地，这引起了诗人的满腹惆怅。于是诗人题诗与同乡告别，这篇作品遂得以问世。,戴叔伦(732—789)，唐代诗人，字幼公（一作次公），润州金坛(今属江苏)人。年轻时师事萧颖士。曾任新城令、东阳令、抚州刺史、容管经略使。晚年上表自请为道士。其诗多表现隐逸生活和闲适情调，但《女耕田行》、《屯田词》等篇也反映了人民生活的艰苦。论诗主张“诗家之景，如蓝田日暖，良玉生烟，可望而不可置于眉睫之前”。其诗体裁皆有所涉猎。► 298篇诗文
157,酬程延秋夜即事见赠,韩翃,"
长簟迎风早，空城澹月华。星河秋一雁，砧杵夜千家。 节候看应晚，心期卧亦赊。向来吟秀句，不觉已鸣鸦。
",唐代,译文韵译我早早地枕着竹席迎风纳凉，清虚的秋夜京城荡漾着月光。一行秋雁高高地掠过了星空，千家万户传来了捣衣的声响。看节候应该是到了更深夜阑，思念友人心灵相期睡觉也晚。刚刚反复吟诵你送我的佳句，不觉乌鸦呱呱啼叫天已渐亮。直译修长的竹枝早早迎接着秋风，淡淡的月华洒满了空城。一只鸿雁向银河飞去，寂静的夜里，传来千家万户捣衣的砧声。季节飞快地推移，转眼已秋冬，闲散里，我空怀着未曾了却的心意。我反复吟诵你秀美的诗句，不觉天色将晓，已听见早鸦乱啼。注释程,这是一首酬赠诗，诗人酬和友人，以友人的诗题和诗，描写了秋夜清远疏淡的景色，意境开阔，同时写出时序更迭引起诗人心事未了的惆怅。前四句就卧病的心情来取景渲染、寂寥的砍夜之景与诗人的寂寥心情相吻合。“长簟迎风早”是说秋风过早地来到庭院，长簟被秋风吹得窸窣咋响。一个“早”字写出卧病之人对秋风的突出感受。“迎风”二字写出一片萧瑟的声响，达声音更衬托出秋意的浓重和秋夜的沉寂。“空城澹月华”，是说空寂约城中洒满了淡淡的月光。“空城”并非说城中空无所有，“空”是寂静之意。空城寂寂，月色凄迷，是对诗人心情的绝妙写照。,创作背景　　这首诗具体创作年代已不详，题意为程延有《秋夜即事》诗来赠，韩翃作本诗酬答之。就六、七句观之，当为诗人闲居无职时所作。,韩翃，唐代诗人。字君平，南阳（今河南南阳）人。是“大历十才子”之一。天宝13年（754）考中进士，宝应年间在淄青节度使侯希逸幕府中任从事，后随侯希逸回朝，闲居长安十年。建中年间，因作《寒食》诗被唐德宗所赏识，因而被提拔为中书舍人。韩翃诗笔法轻巧，写景别致，在当时传诵很广。► 180篇诗文
158,遣悲怀三首·其一,元稹,"
谢公最小偏怜女，自嫁黔娄百事乖。顾我无衣搜荩箧，泥他沽酒拔金钗。(荩箧 一作：画箧)野蔬充膳甘长藿，落叶添薪仰古槐。今日俸钱过十万，与君营奠复营斋。
",唐代,译文你如同谢公最受偏爱的女儿，嫁给我这个贫士事事不顺利。你见我没有衣衫就在箱子找，你拔下金钗因我相求而买酒。你用野蔬充饥却说食物甘美，你用落叶作薪你用枯枝做炊。如今我高官厚禄你却离人间，为你寄点延请僧道超度士灵。注释谢公东晋宰相谢安，他最偏爱侄女谢道韫。黔娄：战国时齐国的贫士。此自喻。言韦丛以名门闺秀屈身下嫁。百事乖：什么事都不顺遂。荩箧：竹或草编的箱子。泥：软缠，央求。藿：豆叶，嫩时可食。奠：祭奠，设酒食而祭。,"",创作背景　　这三首诗约作于公元811年（元和六年），时元稹在监察御史分务东台任上；一说这组诗作于公元822年（长庆二年）。这是元稹为怀念去世的原配妻子而作的。,元稹（779年－831年，或唐代宗大历十四年至文宗大和五年），字微之，别字威明，唐洛阳人（今河南洛阳）。父元宽，母郑氏。为北魏宗室鲜卑族拓跋部后裔，是什翼犍之十四世孙。早年和白居易共同提倡“新乐府”。世人常把他和白居易并称“元白”。► 719篇诗文
159,遣悲怀三首·其二,元稹,"
昔日戏言身后意，今朝都到眼前来。(身后意 一作：身后事)衣裳已施行看尽，针线犹存未忍开。尚想旧情怜婢仆，也曾因梦送钱财。诚知此恨人人有，贫贱夫妻百事哀。
",唐代,译文往昔曾经戏言我们身后的安排，如今都按你所说的展现在眼前。你穿过的衣裳已经快施舍完了，你的针线盒我珍存着不忍打开。因怀念你我对婢仆也格外恋爱，多次梦到你我便为你焚纸烧钱。谁不知夫妻永诀人人都会伤怀，想起许多往事令人极度地伤悲。注释戏言：开玩笑的话。身后意：关于死后的设想。行看尽：眼看快要完了。怜：怜爱，痛惜。诚知：确实知道。,"",创作背景　　这三首诗约作于公元811年（元和六年），时元稹在监察御史分务东台任上；一说这组诗作于公元822年（长庆二年）。这是元稹为怀念去世的原配妻子而作的。,元稹（779年－831年，或唐代宗大历十四年至文宗大和五年），字微之，别字威明，唐洛阳人（今河南洛阳）。父元宽，母郑氏。为北魏宗室鲜卑族拓跋部后裔，是什翼犍之十四世孙。早年和白居易共同提倡“新乐府”。世人常把他和白居易并称“元白”。► 719篇诗文
160,遣悲怀三首·其三,元稹,"
闲坐悲君亦自悲，百年都是几多时。邓攸无子寻知命，潘岳悼亡犹费词。同穴窅冥何所望，他生缘会更难期。惟将终夜常开眼，报答平生未展眉。
",唐代,译文闲坐无事为你悲伤为我感叹，人生短暂百年时间又多长呢！邓攸没有后代是命运的安排，潘岳悼念亡妻只是徒然悲鸣。即使能合葬也无法倾诉衷情，来世结缘是多么虚幻的企望。只能睁着双眼整夜把你思念，报答你平生不得伸展的双眉。注释邓攸：西晋人，字伯道，官河西太守。《晋书·邓攸传》载：永嘉末年战乱中，他舍子保侄，后终无子。潘岳：西晋人，字安仁，妻死，作《悼亡诗》三首。这两句写人生的一切自有命定，暗伤自己无妻无子的命运。窅冥：深暗的样子。,首句“闲坐悲君亦自悲”，承上启下。以“悲君”总括上两首，以“自悲”引出下文。由妻子的早逝，想到了人寿的有限。人生百年，也没有多长时间。诗中引用了邓攸、潘岳两个典故。邓攸心地如此善良，却终身无子，这就是命运的安排。潘岳《悼亡诗》写得再好，对于死者来说，也没有什么意义，等于白费笔墨。诗人以邓攸、潘岳自喻，故作达观无谓之词，却透露出无子、丧妻的深沉悲哀。接着从绝望中转出希望来，寄希望于死后夫妇同葬和来生再作夫妻。但是，再冷静思量：这仅是一种虚无缥缈的幻想，更是难以指望的，因而更为绝望：死者已矣，过去的一切永远无法补偿了！诗情愈转愈悲，不能自已，最后逼出一个无可奈何的办法：“惟将终夜长开眼，,创作背景　　这组诗宫三首，约作于公元811年（元和六年），时元稹在监察御史分务东台任上；一说这组诗作于公元822年（长庆二年）。这是元稹为怀念去世的原配妻子而作的。,元稹（779年－831年，或唐代宗大历十四年至文宗大和五年），字微之，别字威明，唐洛阳人（今河南洛阳）。父元宽，母郑氏。为北魏宗室鲜卑族拓跋部后裔，是什翼犍之十四世孙。早年和白居易共同提倡“新乐府”。世人常把他和白居易并称“元白”。► 719篇诗文
